LineID,SalesID,ItemNo,Quantity,LinePrice,ProfitMargin,Tax
SL00533,S0068,P061,6,1074.3,28.38,17.89
SL00534,S0068,P196,3,280.32,9.4,12.7
SL00535,S0068,P034,6,278.4,27.85,5.37
SL00536,S0068,P199,6,897.36,28.69,12.33
SL00537,S0068,P006,10,1233.2,28.71,15.88
SL00538,S0068,P059,8,1095.12,18.55,7.28
SL00539,S0068,P131,1,96.39,7.26,8.02
SL00540,S0068,P136,4,761.72,5.5,11.21
SL00541,S0069,P165,10,768.4,10.04,6.7
SL00542,S0069,P132,3,458.64,27.97,15.98
SL00543,S0069,P133,6,1011.78,6.49,6.92
SL00544,S0069,P067,3,122.1,24.36,16.0
SL00545,S0069,P180,6,230.1,29.01,9.86
SL00546,S0069,P125,7,108.57,19.65,9.38
SL00547,S0069,P015,6,1119.18,8.41,7.05
SL00548,S0070,P193,8,726.24,21.23,7.26
SL00549,S0070,P026,9,481.5,22.34,17.07
SL00550,S0070,P145,6,967.68,10.58,12.66
SL00551,S0070,P174,3,393.6,14.46,14.54
SL00552,S0070,P002,5,759.65,8.18,14.47
SL00553,S0070,P081,10,145.0,14.79,17.93
SL00554,S0070,P073,10,772.0,5.81,12.83
SL00555,S0070,P025,10,113.7,10.52,12.35
SL00556,S0071,P057,3,240.63,13.28,6.01
SL00557,S0071,P081,6,87.0,29.56,7.18
SL00558,S0071,P097,2,196.7,25.54,13.71
SL00559,S0071,P082,6,377.58,16.17,8.45
SL00560,S0071,P087,4,371.64,22.33,9.56
SL00561,S0071,P175,2,351.64,23.01,5.63
SL00562,S0071,P151,8,1016.16,23.31,17.6
SL00563,S0071,P198,7,652.19,17.33,9.92
SL00564,S0072,P141,7,839.65,7.54,11.23
SL00565,S0072,P109,10,353.3,21.27,13.93
SL00566,S0072,P150,3,278.22,16.28,15.39
SL00567,S0072,P087,1,92.91,12.37,9.14
SL00568,S0072,P068,2,233.14,6.86,7.21
SL00569,S0072,P094,7,325.15,9.02,5.98
SL00570,S0072,P129,2,264.24,13.45,17.81
SL00571,S0072,P005,8,1033.68,22.61,10.61
SL00572,S0072,P013,3,117.12,20.18,10.64
SL00573,S0073,P177,2,115.94,13.28,17.67
SL00574,S0073,P048,7,607.04,22.43,14.39
SL00575,S0073,P154,9,1597.59,11.63,8.66
SL00576,S0073,P102,4,75.12,7.4,10.11
SL00577,S0073,P028,9,456.3,26.0,7.0
SL00578,S0074,P151,1,127.02,15.69,8.83
SL00579,S0074,P142,10,853.6,17.01,6.26
SL00580,S0074,P192,4,742.16,9.27,8.79
SL00581,S0074,P006,2,246.64,16.84,6.5
SL00582,S0074,P077,7,424.83,16.77,16.63
SL00583,S0074,P167,5,349.75,7.28,12.07
SL00584,S0074,P074,3,557.7,14.28,9.96
SL00585,S0075,P002,8,1215.44,6.12,10.72
SL00586,S0075,P001,5,284.3,10.66,8.49
SL00587,S0075,P063,1,48.68,8.78,14.05
SL00588,S0075,P161,2,190.3,7.14,9.47
SL00589,S0075,P006,9,1109.88,15.35,14.83
SL00590,S0075,P020,4,772.92,18.84,15.93
SL00591,S0076,P149,7,915.32,29.14,13.93
SL00592,S0076,P056,8,1498.56,19.32,8.06
SL00593,S0076,P180,5,191.75,6.97,16.74
SL00594,S0076,P198,1,93.17,17.55,16.71
SL00595,S0076,P027,10,234.6,21.94,13.06
SL00596,S0076,P041,2,394.42,28.73,10.84
SL00597,S0076,P067,3,122.1,29.3,15.51
SL00598,S0076,P023,3,171.3,6.07,6.02
SL00599,S0076,P033,7,605.5,10.05,15.69
SL00600,S0077,P051,10,1875.9,11.45,16.84
SL00601,S0077,P040,2,362.92,7.18,12.23
SL00602,S0077,P011,9,1751.94,13.15,8.59
SL00603,S0077,P200,8,218.8,27.93,5.16
SL00604,S0077,P123,10,1531.6,19.69,15.16
SL00605,S0077,P001,2,113.72,15.36,6.93
SL00606,S0078,P062,10,617.5,23.96,17.22
SL00607,S0078,P194,2,365.2,19.07,6.31
SL00608,S0078,P137,5,276.6,26.69,16.44
SL00609,S0078,P117,7,254.03,11.6,13.51
SL00610,S0078,P157,10,631.4,20.22,5.49
SL00611,S0078,P074,5,929.5,15.07,13.04
SL00612,S0078,P138,7,820.05,5.97,16.56
SL00613,S0078,P008,6,835.5,22.26,5.64
SL00614,S0078,P057,8,641.68,28.02,16.66
SL00615,S0079,P158,6,693.6,25.43,8.94
SL00616,S0079,P013,5,195.2,26.07,16.16
SL00617,S0079,P189,2,175.24,29.31,7.96
SL00618,S0079,P079,5,239.6,29.36,10.76
SL00619,S0079,P076,6,951.9,11.74,10.42
SL00620,S0080,P121,2,345.56,9.7,7.75
SL00621,S0080,P029,7,393.19,23.52,14.87
SL00622,S0080,P038,6,1116.06,25.53,11.7
SL00623,S0080,P006,3,369.96,6.64,14.22
SL00624,S0080,P086,7,863.45,8.39,16.07
SL00625,S0080,P058,10,1262.2,5.72,7.51
SL00626,S0080,P103,4,386.12,25.92,8.24
SL00627,S0080,P082,8,503.44,6.26,9.68
SL00628,S0080,P187,4,241.12,11.85,15.71
SL00629,S0080,P155,9,665.28,14.92,17.0
SL00630,S0081,P025,1,11.37,11.05,11.35
SL00631,S0081,P120,8,394.4,9.44,16.32
SL00632,S0081,P081,10,145.0,18.78,9.48
SL00633,S0081,P196,5,467.2,23.72,13.96
SL00634,S0081,P179,5,598.15,5.69,5.65
SL00635,S0081,P118,10,1442.2,24.5,7.79
SL00636,S0081,P089,4,578.68,21.18,13.81
SL00637,S0081,P136,5,952.15,21.29,11.67
SL00638,S0081,P119,1,72.87,16.85,6.72
SL00639,S0081,P163,3,408.45,20.03,5.11
SL00640,S0082,P167,10,699.5,25.13,8.97
SL00641,S0082,P139,5,778.55,15.6,9.89
SL00642,S0082,P164,6,545.1,16.47,7.84
SL00643,S0082,P009,5,780.15,21.93,15.72
SL00644,S0082,P140,7,1104.46,19.61,5.1
SL00645,S0082,P154,6,1065.06,19.04,12.72
SL00646,S0082,P079,5,239.6,12.46,6.41
SL00647,S0083,P150,6,556.44,29.71,13.33
SL00648,S0083,P111,5,839.05,11.53,14.24
SL00649,S0083,P087,5,464.55,9.71,11.72
SL00650,S0083,P165,4,307.36,27.49,15.47
SL00651,S0083,P182,10,1252.0,15.1,9.15
SL00652,S0084,P045,1,20.86,21.39,17.97
SL00653,S0084,P068,5,582.85,27.67,10.26
SL00654,S0084,P104,1,146.49,19.58,17.93
SL00655,S0084,P167,4,279.8,13.58,14.27
SL00656,S0084,P091,9,1155.6,20.96,11.18
SL00657,S0084,P168,6,278.34,17.68,15.99
SL00658,S0085,P195,9,191.97,9.53,6.27
SL00659,S0085,P066,3,32.01,23.52,14.43
SL00660,S0085,P021,9,1309.14,24.07,7.38
SL00661,S0085,P193,6,544.68,21.36,7.89
SL00662,S0085,P193,4,363.12,23.61,8.99
SL00663,S0085,P193,6,544.68,14.29,12.61
SL00664,S0085,P069,8,909.28,26.28,11.12
SL00665,S0085,P039,10,872.2,19.51,13.07
SL00666,S0085,P104,8,1171.92,27.24,11.51
SL00667,S0085,P105,7,394.52,18.25,10.37
SL00668,S0086,P121,3,518.34,29.81,9.45
SL00669,S0086,P019,10,603.6,27.32,17.83
SL00670,S0086,P167,3,209.85,12.91,14.3
SL00671,S0086,P146,2,222.44,17.19,13.2
SL00672,S0086,P179,3,358.89,12.84,5.75
SL00673,S0086,P028,8,405.6,11.84,14.9
SL00674,S0087,P120,10,493.0,24.11,11.36
SL00675,S0087,P048,2,173.44,8.24,10.64
SL00676,S0087,P040,7,1270.22,15.08,17.55
SL00677,S0087,P125,7,108.57,5.12,11.94
SL00678,S0087,P027,6,140.76,28.75,16.6
SL00679,S0087,P145,9,1451.52,9.76,13.8
SL00680,S0088,P099,4,540.72,10.66,16.4
SL00681,S0088,P005,5,646.05,8.22,9.99
SL00682,S0088,P029,10,561.7,12.65,5.85
SL00683,S0088,P030,1,27.92,12.46,8.78
SL00684,S0088,P050,9,806.85,19.91,9.39
SL00685,S0088,P125,3,46.53,13.57,16.72
SL00686,S0088,P126,6,885.54,23.75,7.14
SL00687,S0088,P052,7,387.45,5.48,7.92
SL00688,S0088,P046,3,62.43,10.28,5.28
SL00689,S0088,P109,9,317.97,9.22,9.77
SL00690,S0089,P190,1,65.34,14.38,13.32
SL00691,S0089,P058,9,1135.98,20.58,12.72
SL00692,S0089,P088,1,180.91,21.55,13.5
SL00693,S0089,P087,1,92.91,6.21,6.51
SL00694,S0089,P156,8,821.04,14.51,12.11
SL00695,S0089,P039,8,697.76,22.55,7.67
SL00696,S0089,P094,1,46.45,12.53,13.6
SL00697,S0089,P129,9,1189.08,11.75,12.87
SL00698,S0089,P160,3,423.66,15.47,16.68
SL00699,S0089,P090,9,712.8,22.97,6.53
SL00700,S0090,P098,2,214.24,17.44,12.92
SL00701,S0090,P072,5,249.55,25.79,17.65
SL00702,S0090,P044,6,720.24,22.59,8.84
SL00703,S0090,P055,1,112.15,18.7,16.83
SL00704,S0090,P005,8,1033.68,13.27,5.04
SL00705,S0091,P026,2,107.0,27.67,15.86
SL00706,S0091,P164,8,726.8,8.73,6.17
SL00707,S0091,P106,9,1616.49,6.88,14.41
SL00708,S0091,P017,5,131.35,21.11,10.94
SL00709,S0091,P175,5,879.1,11.6,5.65
SL00710,S0091,P103,3,289.59,26.85,16.08
SL00711,S0091,P140,6,946.68,25.04,9.07
SL00712,S0091,P088,2,361.82,7.37,14.86
SL00713,S0091,P095,1,126.95,5.24,6.8
SL00714,S0091,P173,3,585.36,13.22,16.63
SL00715,S0092,P042,5,451.85,26.96,6.21
SL00716,S0092,P173,6,1170.72,9.57,10.21
SL00717,S0092,P018,8,275.12,11.8,10.01
SL00718,S0092,P144,8,234.88,25.0,13.44
SL00719,S0092,P171,3,159.66,7.83,14.05
SL00720,S0092,P149,1,130.76,29.54,15.98
SL00721,S0092,P097,2,196.7,15.4,12.68
SL00722,S0092,P090,10,792.0,21.96,7.36
SL00723,S0092,P002,7,1063.51,24.48,12.95
SL00724,S0093,P162,3,156.3,17.08,11.35
SL00725,S0093,P183,7,1101.66,16.02,5.82
SL00726,S0093,P143,6,735.0,5.31,16.29
SL00727,S0093,P123,9,1378.44,24.19,12.5
SL00728,S0093,P087,10,929.1,10.6,17.42
SL00729,S0093,P187,6,361.68,17.98,13.95
SL00730,S0093,P181,10,1988.4,7.38,13.6
SL00731,S0093,P018,4,137.56,17.05,13.63
SL00732,S0093,P020,7,1352.61,8.72,15.74
SL00733,S0093,P167,10,699.5,6.36,13.36
SL00734,S0094,P149,9,1176.84,26.22,16.07
SL00735,S0094,P020,3,579.69,6.87,11.39
SL00736,S0094,P021,4,581.84,13.27,8.62
SL00737,S0094,P154,9,1597.59,10.57,13.36
SL00738,S0094,P030,7,195.44,25.43,6.02
SL00739,S0094,P189,8,700.96,25.03,10.83
SL00740,S0095,P102,8,150.24,12.9,17.75
SL00741,S0095,P095,1,126.95,7.57,10.36
SL00742,S0095,P006,9,1109.88,18.73,15.74
SL00743,S0095,P021,10,1454.6,29.08,13.29
SL00744,S0095,P119,9,655.83,19.06,13.51
SL00745,S0095,P145,8,1290.24,28.76,9.72
SL00746,S0095,P143,1,122.5,25.41,15.98
SL00747,S0095,P016,6,126.06,19.0,13.06
SL00748,S0096,P164,6,545.1,22.9,6.48
SL00749,S0096,P130,4,78.2,5.05,9.62
SL00750,S0096,P193,5,453.9,18.69,9.86
SL00751,S0096,P063,2,97.36,6.14,7.13
SL00752,S0096,P017,3,78.81,25.55,14.65
SL00753,S0096,P049,7,839.93,7.67,12.94
SL00754,S0096,P112,4,605.16,8.02,16.08
SL00755,S0096,P125,4,62.04,16.43,15.16
SL00756,S0097,P038,6,1116.06,7.69,10.39
SL00757,S0097,P010,10,926.1,8.08,16.59
SL00758,S0097,P089,8,1157.36,21.46,17.43
SL00759,S0097,P019,3,181.08,29.1,5.06
SL00760,S0097,P122,1,100.63,18.83,10.63
SL00761,S0097,P134,10,1999.8,17.07,11.61
SL00762,S0097,P112,3,453.87,22.3,7.26
SL00763,S0097,P072,3,149.73,7.59,13.55
SL00764,S0097,P161,10,951.5,27.07,11.55
SL00765,S0097,P019,7,422.52,15.47,12.92
SL00766,S0098,P063,4,194.72,11.84,17.53
SL00767,S0098,P093,5,432.3,16.32,6.73
SL00768,S0098,P107,7,361.06,20.06,16.52
SL00769,S0098,P078,9,744.12,12.47,14.12
SL00770,S0098,P177,6,347.82,22.8,17.16
SL00771,S0098,P184,4,266.0,10.02,13.11
SL00772,S0098,P036,5,880.75,22.17,16.98
SL00773,S0098,P048,3,260.16,29.53,13.45
SL00774,S0098,P192,3,556.62,17.6,14.03
SL00775,S0098,P135,6,950.58,22.76,14.89
SL00776,S0099,P041,8,1577.68,19.57,17.25
SL00777,S0099,P106,7,1257.27,21.86,16.62
SL00778,S0099,P197,9,1286.55,12.15,16.01
SL00779,S0099,P187,1,60.28,18.07,5.33
SL00780,S0099,P143,3,367.5,6.33,5.74
SL00781,S0099,P001,5,284.3,23.75,7.09
SL00782,S0099,P116,5,272.75,22.08,6.9
SL00783,S0099,P001,1,56.86,22.26,8.84
SL00784,S0099,P154,9,1597.59,5.81,15.58
SL00785,S0100,P052,10,553.5,26.7,14.61
SL00786,S0100,P102,4,75.12,23.56,12.3
SL00787,S0100,P102,4,75.12,17.77,15.36
SL00788,S0100,P119,5,364.35,22.32,5.61
SL00789,S0100,P005,7,904.47,14.69,17.44
SL00790,S0101,P154,6,1065.06,29.15,5.7
SL00791,S0101,P162,5,260.5,10.08,16.3
SL00792,S0101,P142,8,682.88,25.75,16.85
SL00793,S0101,P060,6,1130.4,23.88,12.11
SL00794,S0101,P061,10,1790.5,9.91,14.42
SL00795,S0101,P030,4,111.68,12.35,7.31
SL00796,S0101,P011,2,389.32,9.67,7.26
SL00797,S0101,P187,9,542.52,7.98,5.53
SL00798,S0101,P087,5,464.55,18.91,6.69
SL00799,S0101,P033,10,865.0,26.15,5.07
SL00800,S0102,P121,3,518.34,6.0,17.07
SL00801,S0102,P004,10,272.7,6.27,17.12
SL00802,S0102,P045,10,208.6,26.08,8.92
SL00803,S0102,P099,10,1351.8,18.75,5.95
SL00804,S0102,P168,6,278.34,18.13,17.44
SL00805,S0102,P128,9,1102.14,6.7,11.57
SL00806,S0102,P008,7,974.75,18.58,10.24
SL00807,S0102,P200,6,164.1,10.53,7.77
SL00808,S0103,P073,6,463.2,14.02,7.84
SL00809,S0103,P053,10,968.7,18.26,17.96
SL00810,S0103,P180,1,38.35,7.87,9.5
SL00811,S0103,P124,4,411.04,27.61,12.98
SL00812,S0103,P075,10,1774.7,11.1,5.52
SL00813,S0103,P015,6,1119.18,14.53,15.35
SL00814,S0103,P073,2,154.4,14.65,12.02
SL00815,S0104,P109,1,35.33,27.78,15.69
SL00816,S0104,P139,6,934.26,17.86,11.61
SL00817,S0104,P031,8,723.84,6.1,16.68
SL00818,S0104,P055,4,448.6,13.01,6.07
SL00819,S0104,P176,2,201.92,9.18,17.43
SL00820,S0104,P129,9,1189.08,18.33,13.15
SL00821,S0104,P123,4,612.64,21.76,15.06
SL00822,S0105,P041,7,1380.47,25.89,7.67
SL00823,S0105,P117,7,254.03,21.16,17.22
SL00824,S0105,P033,3,259.5,5.59,14.32
SL00825,S0105,P037,1,19.61,7.19,5.71
SL00826,S0105,P070,5,458.3,18.95,12.47
SL00827,S0105,P100,4,110.96,27.77,10.3
SL00828,S0105,P041,8,1577.68,20.76,10.63
SL00829,S0105,P109,1,35.33,14.74,6.54
SL00830,S0105,P086,1,123.35,21.04,13.04
SL00831,S0105,P199,10,1495.6,6.14,16.03
SL00832,S0106,P169,9,1329.03,7.65,15.23
SL00833,S0106,P154,5,887.55,20.16,8.66
SL00834,S0106,P117,8,290.32,14.54,15.69
SL00835,S0106,P184,1,66.5,16.85,11.94
SL00836,S0106,P051,3,562.77,23.67,15.36
SL00837,S0106,P123,9,1378.44,12.37,13.24
SL00838,S0106,P151,5,635.1,21.93,16.88
SL00839,S0107,P036,6,1056.9,28.93,5.14
SL00840,S0107,P035,9,811.44,8.53,5.54
SL00841,S0107,P087,10,929.1,19.92,11.98
SL00842,S0107,P060,2,376.8,12.62,14.73
SL00843,S0107,P019,6,362.16,10.29,16.77
SL00844,S0107,P180,9,345.15,8.56,7.39
SL00845,S0107,P172,10,1445.2,25.87,7.53
SL00846,S0107,P135,3,475.29,21.77,12.37
SL00847,S0107,P124,1,102.76,26.28,17.12
SL00848,S0107,P077,9,546.21,16.53,12.15
SL00849,S0108,P120,2,98.6,11.27,7.57
SL00850,S0108,P058,10,1262.2,17.18,9.3
SL00851,S0108,P188,3,129.06,21.78,8.05
SL00852,S0108,P054,5,485.35,20.49,16.7
SL00853,S0108,P095,6,761.7,17.15,9.27
SL00854,S0108,P121,5,863.9,22.34,6.98
SL00855,S0108,P093,10,864.6,14.11,9.11
SL00856,S0109,P119,3,218.61,5.12,8.2
SL00857,S0109,P054,4,388.28,22.8,13.33
SL00858,S0109,P132,5,764.4,26.0,6.75
SL00859,S0109,P038,6,1116.06,26.95,11.02
SL00860,S0109,P003,6,472.68,24.37,11.33
SL00861,S0109,P160,2,282.44,9.39,12.89
SL00862,S0109,P200,5,136.75,26.47,6.82
SL00863,S0109,P083,9,1186.92,9.91,14.54
SL00864,S0110,P143,2,245.0,23.19,16.6
SL00865,S0110,P153,9,641.16,20.79,15.56
SL00866,S0110,P038,10,1860.1,15.13,12.67
SL00867,S0110,P097,1,98.35,18.79,12.07
SL00868,S0110,P176,9,908.64,16.8,15.08
SL00869,S0110,P055,6,672.9,14.81,16.59
SL00870,S0110,P194,10,1826.0,23.33,8.78
SL00871,S0110,P033,8,692.0,17.53,6.18
SL00872,S0110,P084,6,1130.76,17.55,13.61
SL00873,S0110,P129,10,1321.2,22.1,14.84
SL00874,S0111,P199,8,1196.48,8.98,12.36
SL00875,S0111,P080,10,679.9,21.49,17.58
SL00876,S0111,P053,8,774.96,28.48,5.53
SL00877,S0111,P167,8,559.6,10.79,8.44
SL00878,S0111,P109,4,141.32,6.07,7.69
SL00879,S0111,P010,6,555.66,14.7,16.93
SL00880,S0112,P003,1,78.78,29.51,9.21
SL00881,S0112,P151,9,1143.18,20.84,8.56
SL00882,S0112,P042,5,451.85,19.47,12.41
SL00883,S0112,P083,7,923.16,21.34,9.75
SL00884,S0112,P164,2,181.7,17.92,9.89
SL00885,S0113,P170,9,1766.7,15.15,15.62
SL00886,S0113,P132,6,917.28,17.17,11.27
SL00887,S0113,P001,10,568.6,5.16,16.47
SL00888,S0113,P008,8,1114.0,9.14,6.0
SL00889,S0113,P138,5,585.75,10.29,7.43
SL00890,S0113,P092,6,638.1,20.05,15.62
SL00891,S0114,P163,4,544.6,15.37,9.29
SL00892,S0114,P198,2,186.34,17.04,11.22
SL00893,S0114,P058,4,504.88,19.77,13.41
SL00894,S0114,P071,7,1265.67,5.56,5.56
SL00895,S0114,P182,10,1252.0,19.81,6.75
SL00896,S0114,P096,9,609.66,5.98,12.44
SL00897,S0114,P028,1,50.7,9.16,16.99
SL00898,S0114,P047,9,207.18,28.96,12.79
SL00899,S0114,P003,10,787.8,20.94,16.42
SL00900,S0114,P114,5,777.5,28.68,7.82
SL00901,S0115,P200,8,218.8,26.68,7.22
SL00902,S0115,P195,7,149.31,20.02,15.33
SL00903,S0115,P119,3,218.61,20.58,11.64
SL00904,S0115,P136,3,571.29,23.1,9.45
SL00905,S0115,P131,8,771.12,19.91,5.89
SL00906,S0115,P111,7,1174.67,14.64,6.41
SL00907,S0115,P033,4,346.0,18.07,16.82
SL00908,S0115,P189,7,613.34,25.66,12.87
SL00909,S0115,P177,3,173.91,16.9,12.99
SL00910,S0116,P189,9,788.58,17.58,6.53
SL00911,S0116,P071,8,1446.48,21.48,16.73
SL00912,S0116,P046,9,187.29,25.69,16.66
SL00913,S0116,P131,7,674.73,18.05,9.81
SL00914,S0116,P029,1,56.17,22.44,10.58
SL00915,S0117,P122,7,704.41,13.76,15.46
SL00916,S0117,P056,10,1873.2,7.44,6.74
SL00917,S0117,P008,8,1114.0,24.15,16.83
SL00918,S0117,P100,2,55.48,12.08,16.4
SL00919,S0117,P077,7,424.83,11.45,5.07
SL00920,S0117,P110,1,190.51,19.45,6.53
SL00921,S0117,P019,1,60.36,14.38,7.67
SL00922,S0117,P109,6,211.98,15.22,6.39
SL00923,S0118,P097,10,983.5,11.34,16.11
SL00924,S0118,P075,7,1242.29,19.12,12.95
SL00925,S0118,P007,7,773.71,23.87,10.37
SL00926,S0118,P109,9,317.97,17.06,9.81
SL00927,S0118,P072,9,449.19,17.09,17.85
SL00928,S0118,P110,10,1905.1,13.61,14.17
SL00929,S0118,P159,3,167.58,26.37,13.57
SL00930,S0118,P199,4,598.24,16.16,14.09
SL00931,S0119,P036,2,352.3,10.36,10.21
SL00932,S0119,P090,6,475.2,25.02,12.98
SL00933,S0119,P134,1,199.98,9.02,17.54
SL00934,S0119,P137,1,55.32,25.11,15.7
SL00935,S0119,P024,8,974.24,28.15,10.66
SL00936,S0119,P082,2,125.86,11.58,9.82
SL00937,S0120,P128,1,122.46,23.11,17.1
SL00938,S0120,P051,7,1313.13,20.35,11.77
SL00939,S0120,P044,10,1200.4,6.44,15.06
SL00940,S0120,P191,3,430.71,21.01,10.71
SL00941,S0120,P042,4,361.48,26.26,17.1
SL00942,S0120,P020,9,1739.07,12.15,5.44
SL00943,S0120,P160,10,1412.2,17.76,14.08
SL00944,S0120,P010,10,926.1,9.24,5.47
SL00945,S0120,P087,4,371.64,21.38,17.68
SL00946,S0121,P117,5,181.45,24.49,9.59
SL00947,S0121,P072,7,349.37,15.14,7.6
SL00948,S0121,P008,1,139.25,23.42,5.89
SL00949,S0121,P165,2,153.68,18.74,14.44
SL00950,S0121,P025,9,102.33,27.88,9.53
SL00951,S0122,P174,4,524.8,20.16,7.53
SL00952,S0122,P002,7,1063.51,19.37,8.39
SL00953,S0122,P112,7,1059.03,17.66,12.26
SL00954,S0122,P003,9,709.02,12.36,17.31
SL00955,S0122,P046,9,187.29,28.92,16.39
SL00956,S0122,P124,10,1027.6,11.25,10.76
SL00957,S0122,P069,7,795.62,19.08,15.01
SL00958,S0123,P022,8,745.92,22.04,16.65
SL00959,S0123,P007,1,110.53,17.05,8.35
SL00960,S0123,P191,7,1004.99,20.84,17.92
SL00961,S0123,P196,4,373.76,25.0,10.36
SL00962,S0123,P079,6,287.52,17.91,5.13
SL00963,S0123,P186,5,950.2,11.21,6.21
SL00964,S0123,P135,6,950.58,6.9,17.11
SL00965,S0124,P059,6,821.34,13.84,16.63
SL00966,S0124,P070,5,458.3,9.57,14.7
SL00967,S0124,P049,4,479.96,17.47,7.6
SL00968,S0124,P005,4,516.84,26.82,7.69
SL00969,S0124,P136,4,761.72,25.87,15.87
SL00970,S0124,P150,6,556.44,8.9,6.39
SL00971,S0124,P120,2,98.6,21.9,13.62
SL00972,S0124,P115,10,621.7,5.17,16.14
SL00973,S0125,P179,8,957.04,14.28,9.1
SL00974,S0125,P019,10,603.6,26.72,11.38
SL00975,S0125,P111,9,1510.29,12.01,7.89
SL00976,S0125,P033,10,865.0,8.21,11.83
SL00977,S0125,P164,7,635.95,16.96,12.03
SL00978,S0126,P091,6,770.4,14.84,13.92
SL00979,S0126,P069,3,340.98,16.43,6.56
SL00980,S0126,P177,9,521.73,16.5,13.96
SL00981,S0126,P106,1,179.61,21.85,9.93
SL00982,S0126,P011,2,389.32,13.14,12.97
SL00983,S0126,P198,5,465.85,9.68,8.42
SL00984,S0126,P049,5,599.95,16.78,12.97
SL00985,S0126,P126,6,885.54,9.6,10.51
SL00986,S0126,P076,7,1110.55,22.52,9.84
SL00987,S0127,P088,5,904.55,16.27,12.43
SL00988,S0127,P120,10,493.0,22.15,15.58
SL00989,S0127,P054,5,485.35,25.1,12.22
SL00990,S0127,P183,7,1101.66,9.9,15.4
SL00991,S0127,P087,3,278.73,16.82,5.13
SL00992,S0127,P023,7,399.7,17.49,17.94
SL00993,S0127,P086,9,1110.15,18.35,9.1
SL00994,S0127,P077,8,485.52,12.5,12.31
SL00995,S0128,P023,1,57.1,14.96,13.98
SL00996,S0128,P039,1,87.22,10.39,8.31
SL00997,S0128,P050,2,179.3,16.25,9.35
SL00998,S0128,P101,6,316.08,14.01,12.25
SL00999,S0128,P134,5,999.9,13.6,10.35
SL01000,S0128,P021,6,872.76,26.68,17.52
SL01001,S0128,P001,4,227.44,19.42,13.45
SL01002,S0128,P131,9,867.51,9.36,15.14
SL01003,S0128,P043,6,236.46,13.13,11.64
SL01004,S0129,P162,8,416.8,27.24,9.95
SL01005,S0129,P110,5,952.55,16.59,17.44
SL01006,S0129,P183,3,472.14,21.01,17.07
SL01007,S0129,P197,7,1000.65,20.78,12.43
SL01008,S0129,P039,2,174.44,6.98,9.47
SL01009,S0129,P147,6,636.78,12.92,8.79
SL01010,S0129,P158,5,578.0,20.13,10.14
SL01011,S0129,P196,8,747.52,24.52,17.2
SL01012,S0129,P052,10,553.5,18.02,10.85
SL01013,S0129,P051,3,562.77,9.6,5.3
SL01014,S0130,P082,4,251.72,21.55,17.23
SL01015,S0130,P029,2,112.34,10.26,10.16
SL01016,S0130,P097,2,196.7,6.59,16.42
SL01017,S0130,P127,9,1767.06,6.35,15.02
SL01018,S0130,P040,9,1633.14,24.12,6.08
SL01019,S0130,P046,5,104.05,20.45,6.1
SL01020,S0130,P151,7,889.14,12.73,8.22
SL01021,S0130,P105,5,281.8,16.08,6.64
SL01022,S0130,P072,9,449.19,25.96,5.37
SL01023,S0130,P045,6,125.16,26.51,9.23
SL01024,S0131,P140,8,1262.24,29.37,12.03
SL01025,S0131,P067,5,203.5,18.71,6.76
SL01026,S0131,P090,9,712.8,9.43,12.77
SL01027,S0131,P158,10,1156.0,15.87,13.32
SL01028,S0131,P035,9,811.44,12.74,9.51
SL01029,S0131,P029,9,505.53,10.68,6.16
SL01030,S0131,P183,5,786.9,14.14,8.38
SL01031,S0131,P089,5,723.35,5.26,11.8
SL01032,S0132,P086,6,740.1,12.17,11.96
SL01033,S0132,P122,8,805.04,28.67,11.2
SL01034,S0132,P060,1,188.4,24.15,15.37
SL01035,S0132,P157,10,631.4,10.78,5.09
SL01036,S0132,P103,6,579.18,9.71,16.47
SL01037,S0132,P036,7,1233.05,14.87,7.12
SL01038,S0133,P025,7,79.59,25.71,7.87
SL01039,S0133,P068,2,233.14,15.56,8.11
SL01040,S0133,P017,10,262.7,25.19,13.9
SL01041,S0133,P022,5,466.2,21.21,11.92
SL01042,S0133,P139,5,778.55,15.32,16.1
SL01043,S0133,P004,3,81.81,8.42,6.43
SL01044,S0133,P046,8,166.48,20.44,8.54
SL01045,S0133,P113,10,1528.4,17.3,9.17
SL01046,S0133,P160,3,423.66,6.24,11.95
SL01047,S0133,P032,3,413.82,29.31,8.67
SL01048,S0134,P021,8,1163.68,23.18,8.03
SL01049,S0134,P130,3,58.65,5.37,7.82
SL01050,S0134,P028,7,354.9,12.79,15.39
SL01051,S0134,P002,6,911.58,16.59,15.29
SL01052,S0134,P062,6,370.5,7.01,14.76
SL01053,S0134,P147,3,318.39,6.4,15.08
SL01054,S0135,P139,9,1401.39,16.75,7.5
SL01055,S0135,P085,5,601.55,25.43,15.77
SL01056,S0135,P095,2,253.9,29.36,14.29
SL01057,S0135,P010,7,648.27,24.28,10.76
SL01058,S0135,P117,1,36.29,9.98,14.56
SL01059,S0136,P055,9,1009.35,21.65,7.71
SL01060,S0136,P106,7,1257.27,22.04,9.06
SL01061,S0136,P064,6,346.26,8.97,14.47
SL01062,S0136,P143,9,1102.5,18.02,8.29
SL01063,S0136,P045,5,104.3,9.97,16.54
SL01064,S0137,P193,4,363.12,29.33,8.07
